anio,semestre,periodo,trabajo_de,grupo_rol,dedicacion,sal_bruto,log_sal,sueldo_dolarizado,log_sal_usd,sal_usd_blue,seniority,experiencia,antiguedad_empresa,antiguedad_puesto,gente_a_cargo,gente_a_cargo_grupo,contrato,modalidad,tam_empresa,genero_simple,edad,nivel_estudios,region,uso_ia
2019,1,2019.1,DBA,Infraestructura,NA,27000,10.203592144986466,NA,6.473581351938998,647.7995758218452,NA,4,2,2,0,Sin equipo,Staff,NA,NA,Hombre,23,Secundario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,147150,11.899207753661619,NA,8.169196960614151,3530.5076882290564,NA,13,0,0,0,Sin equipo,Staff,NA,NA,Hombre,33,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,100000,11.512925464970229,NA,7.782914671922761,2399.2576882290564,NA,15,1,1,0,Sin equipo,Staff,NA,NA,Hombre,40,Posgrado/Especialización,CABA,NA
2019,1,2019.1,QA / Tester,Desarrollo / QA,NA,21000,9.95227771670556,NA,6.2222669236580925,503.84411452810184,NA,2,1,1,0,Sin equipo,Tercerizado,NA,NA,Hombre,24,Terciario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,54000,10.896739325546411,NA,7.166728532498944,1295.5991516436904,NA,20,1,1,0,Sin equipo,Staff,NA,NA,Hombre,37,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,123000,11.719939634354555,NA,7.989928841307087,2951.0869565217395,NA,9,0,3,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,83000,11.326595886778735,NA,7.596585093731267,1991.3838812301167,NA,10,1,1,3,Equipo pequeño,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,135184,11.814392092392627,NA,8.084381299345159,3243.4125132555673,NA,8,1,1,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2019,1,2019.1,Manager / Director,Roles de gestión,NA,165000,12.013700752882718,NA,8.28368995983525,3958.775185577943,NA,16,2,2,11,Equipo grande,Staff,NA,NA,Hombre,35,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,54000,10.896739325546411,NA,7.166728532498944,1295.5991516436904,NA,8,0,1,0,Sin equipo,Tercerizado,NA,NA,Hombre,32,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,332200,12.713492476161331,NA,8.983481683113864,7970.334040296925,NA,8,1,1,2,Equipo pequeño,Contractor,NA,NA,Hombre,29,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,330000,12.706847933442663,NA,8.976837140395196,7917.550371155886,NA,8,1,5,0,Sin equipo,Contractor,NA,NA,Hombre,29,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,216000,12.283033686666302,NA,8.553022893618834,5182.396606574762,NA,10,0,0,0,Sin equipo,Contractor,NA,NA,Hombre,28,Universitario,CABA,NA
2019,1,2019.1,QA / Tester,Desarrollo / QA,NA,66000,11.097410021008562,NA,7.367399227961095,1583.5100742311772,NA,10,6,6,0,Sin equipo,Staff,NA,NA,Hombre,41,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,37600,10.534759329377986,NA,6.804748536330519,902.1208907741252,NA,2,0,0,0,Sin equipo,Freelance,NA,NA,Hombre,27,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,110000,11.608235644774552,NA,7.878224851727086,2639.183457051962,NA,6,3,2,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,88900,11.395267421501996,NA,7.665256628454529,2132.9400848356313,NA,6,0,0,0,Sin equipo,Contractor,NA,NA,Hombre,28,Universitario,CABA,NA
2019,1,2019.1,Networking,Infraestructura,NA,42000,10.645424897265505,NA,6.915414104218038,1007.6882290562037,NA,14,4,4,0,Sin equipo,Staff,NA,NA,Hombre,34,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,61500,11.02679245379461,NA,7.296781660747142,1475.5434782608697,NA,8,2,2,0,Sin equipo,Staff,NA,NA,Mujer,41,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,90000,11.407564949312402,NA,7.677554156264934,2159.3319194061505,NA,5,1.6,0.6,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,95000,11.461632170582678,NA,7.731621377535211,2279.2948038176037,NA,14,4,1,0,Sin equipo,Staff,NA,NA,Hombre,40,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,31108,10.345220299814834,NA,6.615209506767366,746.3610816542948,NA,1,1,1,0,Sin equipo,Staff,NA,NA,Hombre,24,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,95000,11.461632170582678,NA,7.731621377535211,2279.2948038176037,NA,10,0,0,0,Sin equipo,Staff,NA,NA,Hombre,31,Terciario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,105000,11.56171562913966,NA,7.831704836092193,2519.220572640509,NA,10,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,115000,11.652687407345388,NA,7.922676614297919,2759.146341463415,NA,3,1,2,0,Sin equipo,Staff,NA,NA,Hombre,24,Secundario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,46000,10.736396675471232,NA,7.006385882423764,1103.658536585366,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Mujer,29,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,158000,11.970350312009105,NA,8.240339518961637,3790.827147401909,NA,5,2,2,0,Sin equipo,Staff,NA,NA,Hombre,29,Secundario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,27500,10.221941283654663,NA,6.491930490607195,659.7958642629904,NA,4,2,5,0,Sin equipo,Staff,NA,NA,Mujer,26,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,34000,10.4341158035983,NA,6.704105010550831,815.7476139978792,NA,5,3,3,0,Sin equipo,Staff,NA,NA,Hombre,28,Terciario,CABA,NA
2019,1,2019.1,Manager / Director,Roles de gestión,NA,208000,12.245293358683455,NA,8.515282565635987,4990.455991516437,NA,12,1.5,1.5,18,Equipo grande,Staff,NA,NA,Hombre,33,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,100000,11.512925464970229,NA,7.782914671922761,2399.2576882290564,NA,10,2,5,3,Equipo pequeño,Freelance,NA,NA,Mujer,32,Universitario,CABA,NA
2019,1,2019.1,QA / Tester,Desarrollo / QA,NA,27750,10.23099111917458,NA,6.500980326127113,665.7940084835632,NA,3,1,1,0,Sin equipo,Staff,NA,NA,Mujer,24,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,70500,11.16336798880036,NA,7.433357195752892,1691.4766702014847,NA,6,0,0,0,Sin equipo,Staff,NA,NA,Hombre,34,Terciario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,30000,10.308952660644293,NA,6.578941867596825,719.7773064687169,NA,15,0,0,0,Sin equipo,Staff,NA,NA,Hombre,42,Secundario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,28800,10.268130666124037,NA,6.538119873076569,690.9862142099682,NA,2,1,1,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,62698,11.046084828185627,NA,7.31607403513816,1504.2865853658539,NA,4,2,2,0,Sin equipo,Staff,NA,NA,Hombre,27,Terciario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,55000,10.915088464214607,NA,7.18507767116714,1319.591728525981,NA,5,3,3,0,Sin equipo,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,62000,11.03488966402723,NA,7.304878870979761,1487.539766702015,NA,9,7,5,0,Sin equipo,Staff,NA,NA,Hombre,27,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,84000,11.33857207782545,NA,7.608561284777983,2015.3764581124074,NA,20,5,5,0,Sin equipo,Tercerizado,NA,NA,Hombre,50,Posgrado/Especialización,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,90000,11.407564949312402,NA,7.677554156264934,2159.3319194061505,NA,10,3,3,0,Sin equipo,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2019,1,2019.1,Networking,Infraestructura,NA,78000,11.26446410567173,NA,7.534453312624261,1871.420996818664,NA,9,2,2,0,Sin equipo,Staff,NA,NA,Hombre,31,Secundario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,55372,10.921829329807625,NA,7.191818536760158,1328.516967126193,NA,9,1,1,0,Sin equipo,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,20000,9.903487552536127,NA,6.17347675948866,479.8515376458113,NA,3,3,3,0,Sin equipo,Otro,NA,NA,Hombre,29,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,190000,12.154779351142624,NA,8.424768558095156,4558.589607635207,NA,6,0,0,0,Sin equipo,Contractor,NA,NA,Hombre,26,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,33000,10.404262840448617,NA,6.67425204740115,791.7550371155886,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,34,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,36000,10.491274217438248,NA,6.76126342439078,863.7327677624603,NA,3,2,2,0,Sin equipo,Otro,NA,NA,Hombre,25,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,190000,12.154779351142624,NA,8.424768558095156,4558.589607635207,NA,11,5,5,0,Sin equipo,Staff,NA,NA,Hombre,41,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,96000,11.472103470449973,NA,7.742092677402506,2303.287380699894,NA,14,0,4,0,Sin equipo,Staff,NA,NA,Hombre,34,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,95200,11.463735220779457,NA,7.733724427731989,2284.0933191940617,NA,8,3,0,0,Sin equipo,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,24000,10.085809109330082,NA,6.355798316282615,575.8218451749735,NA,2,1,0,0,Sin equipo,Otro,NA,NA,Mujer,22,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,35000,10.46310334047155,NA,6.733092547424083,839.7401908801697,NA,10,2,2,0,Sin equipo,Staff,NA,NA,Hombre,32,Secundario,CABA,NA
2019,1,2019.1,Software Engineer,Desarrollo / QA,NA,270000,12.506177237980511,NA,8.776166444933045,6477.9957582184525,NA,15,0,0,0,Sin equipo,Staff,NA,NA,Hombre,33,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,166000,12.01974306733868,NA,8.289732274291213,3982.7677624602334,NA,15,3,1,0,Sin equipo,Staff,NA,NA,Mujer,35,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,55000,10.915088464214607,NA,7.18507767116714,1319.591728525981,NA,8,0,0,0,Sin equipo,Staff,NA,NA,Hombre,29,Terciario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,35000,10.46310334047155,NA,6.733092547424083,839.7401908801697,NA,4,3.5,3.5,2,Equipo pequeño,Staff,NA,NA,Hombre,26,Secundario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,50600,10.831706855275558,NA,7.101696062228089,1214.0243902439024,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,21,Secundario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,53700,10.891168280496956,NA,7.161157487449488,1288.4013785790032,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,28,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,48000,10.778956289890028,NA,7.048945496842561,1151.643690349947,NA,4,0,0,0,Sin equipo,Staff,NA,NA,Hombre,23,Universitario,CABA,NA
2019,1,2019.1,DBA,Infraestructura,NA,75000,11.225243392518447,NA,7.49523259947098,1799.4432661717922,NA,20,6,6,2,Equipo pequeño,Staff,NA,NA,Hombre,39,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,49000,10.799575577092764,NA,7.069564784045296,1175.6362672322375,NA,2,0,0,0,Sin equipo,Staff,NA,NA,Hombre,25,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,95000,11.461632170582678,NA,7.731621377535211,2279.2948038176037,NA,15,0,0,0,Sin equipo,Staff,NA,NA,Hombre,36,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,120000,11.695247021764184,NA,7.965236228716716,2879.1092258748677,NA,3,0,3,0,Sin equipo,Staff,NA,NA,Mujer,24,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,20000,9.903487552536127,NA,6.17347675948866,479.8515376458113,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,21,Universitario,CABA,NA
2019,1,2019.1,QA / Tester,Desarrollo / QA,NA,23000,10.043249494911286,NA,6.313238701863819,551.829268292683,NA,0,0,0,0,Sin equipo,Staff,NA,NA,Hombre,23,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,56000,10.933106969717286,NA,7.203096176669819,1343.5843054082716,NA,12,7,5,0,Sin equipo,Staff,NA,NA,Hombre,38,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,46000,10.736396675471232,NA,7.006385882423764,1103.658536585366,NA,4,3,3,0,Sin equipo,Staff,NA,NA,Hombre,40,Posgrado/Especialización,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,90000,11.407564949312402,NA,7.677554156264934,2159.3319194061505,NA,4,0,0,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,57500,10.959540226785442,NA,7.229529433737974,1379.5731707317075,NA,4,0,2,0,Sin equipo,Staff,NA,NA,Hombre,24,Terciario,CABA,NA
2019,1,2019.1,Infosec,Ciberseguridad,NA,60000,11.002099841204238,NA,7.27208904815677,1439.5546129374338,NA,10,2,2,0,Sin equipo,Contractor,NA,NA,Hombre,31,Secundario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,77000,11.251560700835821,NA,7.521549907788353,1847.4284199363733,NA,22,0,6,4,Equipo pequeño,Staff,NA,NA,Hombre,39,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,27300,10.21464198117305,NA,6.484631188125584,654.9973488865323,NA,2,2,2,0,Sin equipo,Otro,NA,NA,Mujer,19,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,38880,10.568235258574376,NA,6.838224465526908,932.8313891834571,NA,2,1,1,0,Sin equipo,Staff,NA,NA,Hombre,24,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,146600,11.895463068434688,NA,8.16545227538722,3517.3117709437965,NA,9,0,0,0,Sin equipo,Contractor,NA,NA,Hombre,35,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,55000,10.915088464214607,NA,7.18507767116714,1319.591728525981,NA,5,2,1,4,Equipo pequeño,Staff,NA,NA,Hombre,22,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,50000,10.819778284410283,NA,7.0897674913628155,1199.6288441145282,NA,3,0,0,0,Sin equipo,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,31201,10.348205424565993,NA,6.618194631518526,748.5923913043479,NA,1.5,1,1,0,Sin equipo,Staff,NA,NA,Mujer,30,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,46750,10.752569534716834,NA,7.022558741669365,1121.6529692470838,NA,1,0,0,0,Sin equipo,Staff,NA,NA,Mujer,29,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,60000,11.002099841204238,NA,7.27208904815677,1439.5546129374338,NA,5,2,2,0,Sin equipo,Staff,NA,NA,Hombre,31,Universitario,CABA,NA
2019,1,2019.1,Architect,Infraestructura,NA,98000,11.49272275765271,NA,7.762711964605241,2351.272534464475,NA,8,4,2,4,Equipo pequeño,Staff,NA,NA,Hombre,31,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,71500,11.177452728682098,NA,7.4474419356346315,1715.4692470837754,NA,10,0,0,0,Sin equipo,Staff,NA,NA,Hombre,38,Universitario,CABA,NA
2019,1,2019.1,Manager / Director,Roles de gestión,NA,100000,11.512925464970229,NA,7.782914671922761,2399.2576882290564,NA,15,0,1,15,Equipo grande,Staff,NA,NA,Hombre,34,Posgrado/Especialización,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,63000,11.05089000537367,NA,7.320879212326202,1511.5323435843054,NA,5,0,0,0,Sin equipo,Staff,NA,NA,Hombre,29,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,26000,10.165851817003619,NA,6.435841023956152,623.8069989395547,NA,2,2,2,0,Sin equipo,Staff,NA,NA,Mujer,26,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,160000,11.982929094215963,NA,8.252918301168496,3838.81230116649,NA,20,3,3,0,Sin equipo,Contractor,NA,NA,Hombre,39,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,53000,10.87804719253426,NA,7.1480363994867915,1271.6065747613998,NA,4,0,0,4,Equipo pequeño,Staff,NA,NA,Hombre,30,Universitario,CABA,NA
2019,1,2019.1,QA / Tester,Desarrollo / QA,NA,62000,11.03488966402723,NA,7.304878870979761,1487.539766702015,NA,10,0,10,0,Sin equipo,Staff,NA,NA,Mujer,29,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,10000,9.210340371976184,NA,5.480329578928715,239.92576882290564,NA,1,0,0,0,Sin equipo,Freelance,NA,NA,Hombre,23,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,100865,11.52153826806845,NA,7.791527475020984,2420.0112672322375,NA,11,6,6,0,Sin equipo,Staff,NA,NA,Hombre,32,Universitario,CABA,NA
2019,1,2019.1,Architect,Infraestructura,NA,93000,11.440354772135393,NA,7.710343979087925,2231.3096500530223,NA,7,0,2,3,Equipo pequeño,Staff,NA,NA,Hombre,28,Terciario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,57000,10.950806546816688,NA,7.220795753769219,1367.576882290562,NA,3,2,2,4,Equipo pequeño,Staff,NA,NA,Hombre,26,Universitario,CABA,NA
2019,1,2019.1,Developer,Desarrollo / QA,NA,45000,10.714417768752456,NA,6.984406975704989,1079.6659597030753,NA,10,2,2,0,Sin equipo,Staff,NA,NA,Mujer,33,Universitario,CABA,NA
2019,1,2019.1,SysAdmin / DevOps / SRE,Infraestructura,NA,64000,11.06663836234181,NA,7.3366275692943415,1535.524920466596,NA,14,2,2,0,Sin equipo,Staff,NA,NA,Hombre,34,Universitario,CABA,NA
